image,description
rb_9559612907.png,"On the table, there's a green bowl and a fallen plastic bottle. The robotic arm turns the fallen plastic bottle around."
rb_9560107100.png,"On the right side, there's a 2x2 black cabinet. In the upper left, there's a circular object, and in the lower left, there's a square object. The robotic arm picks up the circular object."
rb_9562552491.png,"On the stove, there's a white cabinet. The robotic arm pulls open the door of the white cabinet."
rb_9567291008.png,"On the table, there's a white can, a blue can at the far end, and a green bag also at the far end. The robotic arm moves the green bag from the right side to the middle position at the near end."
rb_9577253951.png,"On the blue table, there's an orange can, a blue bowl, and a purple spoon. At the far end, there's a green object. The robotic arm picks up the green object from the far end and places it into the blue bowl at the near end."
rb_9603066476.png,"On the top of the cabinet, there's a white bowl, a blue can, and a brown bag. The robotic arm opens the second drawer of the cabinet."
rb_9671646754.png,"On the top end of the cabinet, on the left side, there's a can and a blue plastic bag. On the right side, there's a blue object that closely resembles an apple. The robotic arm picks up the blue object that looks like an apple from the right side."
rb_9673957440.png,"On the blue table, there's a blue bowl and a blue object that closely resembles a banana. The robotic arm places the blue object that looks like a banana into the blue bowl."
rb_9682259693.png,"On the blue table, there's a stainless steel pot, a blue spoon, and a piece of blue cloth. The robotic arm moves the stainless steel pot from the right side to the middle position at the far end."
rb_9687721162.png,"On the table, there's a stainless steel pot on a green cloth on the right side, and a fork in the middle. The robotic arm moves the stainless steel pot from the right side to the left side."
rb_9701956411.png,"On the table, there's a white bowl filled with a bunch of objects that closely resemble bananas. The robotic arm picks up one of these banana-like objects."
rb_9702639026.png,"On the transparent table, there's a white plate containing three blue objects. The robotic arm picks up the blue object at the farthest end and suspends it mid-air."
rb_9714798522.png,"On the table, there is a white plate, a blue cup, and a pink cup, along with a yellow object. The robotic arm attempts to pick up the yellow object but fails to grasp it and then retracts back."
rb_9738568352.png,"On top of the cabinet, there is a white bowl, a fallen plastic bottle, and two black bags. The robotic arm pulls open the top drawer of the cabinet."
rb_9741772360.png,"On the right side of a blue table, there's a green cloth. The robotic arm slides the green cloth from the right side to the left side."
rb_9756589897.png,"On the blue table, there's a blue object and an orange bowl. The robotic arm grips the blue object."
rb_9761045587.png,"There's a brown cloth hanging on a shelf, and below the shelf, there's a frame containing a piece of blue cloth and a piece of white cloth. The robotic arm picks up the brown cloth from the shelf and places it inside the frame with the white cloth."
rb_9774737743.png,"On top of the cabinet, there's a white bowl and a green plastic bag. The robotic arm opens the second drawer of the cabinet."
rb_9778568688.png,"On the right side, there's a 2x2 black cabinet, and the robotic arm extends towards the lower right section of the cabinet."
rb_9779820011.png,"On top of the cabinet, there's a green bag, a blue spherical object, and a fallen plastic water bottle. The robotic arm stands the fallen plastic water bottle upright."
rb_9782437434.png,"On the blue table, there's a brown cloth with a stainless steel bowl on top, a brown fork in the middle, and on the right side, there's a white object. The robotic arm moves the stainless steel bowl from the left side to the right side of the table."
rb_9810737505.png,"On the table, there are two blue balls, a black bowl, and an orange plate on the right. The robotic arm picks up the blue ball that is closer to the right side from the middle and places it inside the orange plate."
rb_9817639564.png,"On the top of the cabinet, there's a white bowl and a fallen mineral water bottle. Inside the topmost drawer, there's a blue plastic bag. The robotic arm picks up this blue plastic bag and places it on the top of the cabinet."
rb_9836904051.png,"On the table, there's a green plate and a black bowl on the upper right side, along with a bunch of cluttered objects. The robotic arm picks up a blue object from the near right side and places it into the green plate."
rb_9840420165.png,"On the transparent table, there's a blue bowl containing a blue object. The blue object inside the blue bowl is picked up. Additionally, on the right side, there's a 2x2 black cabinet."
rb_9842825575.png,"At the top of the cabinet, there's an upright plastic water bottle, a fallen can, and a black bag. The robotic arm knocks over the standing plastic water bottle."
rb_9843963812.png,"On the table, there are three blue objects and a pink bowl. The robotic arm picks up the blue spherical object on the far left."
rb_9919116066.png,"At the top of the table, there's a fallen can, a black bag, and a blue plastic bag. The robotic arm stands the fallen can upright."
rb_9924785276.png,"On the table, in the middle, there's a stainless steel pot containing a blue object. The robotic arm picks up the blue object and places it near the middle, at the near end."
rb_9940547278.png,"On the right side, there is a 2x2 black cabinet. The robotic arm extends towards the lower right side of the 2x2 cabinet."
rb_9950185491.png,"On the right side of a blue table, there's a green cloth. The robotic arm slides the green cloth from the right side to the left side."
